"subj","cond","rt"
"caio","easy",0.313528463006624
"caio","easy",0.430496583387115
"caio","easy",0.517783706330697
"caio","easy",0.35697297742414
"caio","easy",0.434419981978595
"caio","easy",0.387946113116854
"caio","easy",0.501105959673603
"caio","easy",0.443218232287741
"caio","easy",0.441686221655055
"caio","easy",0.457097559200344
"caio","easy",0.451041000812165
"caio","easy",0.401072045140394
"caio","easy",0.305715961221919
"caio","easy",0.28837286059443
"caio","easy",0.383533710578328
"caio","easy",0.389788525064313
"caio","easy",0.362746573107066
"caio","easy",0.348381926742053
"caio","easy",0.399976846337579
"caio","easy",0.371066212164783
"caio","easy",0.31719252292344
"caio","easy",0.453732370004568
"caio","easy",0.343965557596857
"caio","easy",0.313373704824705
"caio","easy",0.376467633557524
"caio","easy",0.396531523030611
"caio","easy",0.423119696561928
"caio","easy",0.252115630545449
"caio","easy",0.490904607301416
"caio","easy",0.372692297976006
"caio","easy",0.523815045467457
"caio","easy",0.408740569681018
"caio","easy",0.383994236412417
"caio","easy",0.473724859057708
"caio","easy",0.320736183911556
"caio","easy",0.565440839713073
"caio","easy",0.412271312041765
"caio","easy",0.378152459502051
"caio","easy",0.284234749330062
"caio","easy",0.530653852584951
"caio","easy",0.587278308937299
"caio","easy",0.349461380832142
"caio","easy",0.319939118063524
"caio","easy",0.328139459298954
"caio","easy",0.258284145250208
"caio","easy",0.222551227263896
"caio","easy",0.199009459138038
"caio","easy",0.524628491019326
"caio","easy",0.238311600237979
"caio","easy",0.434972588531041
"caio","easy",0.308373674864215
"caio","easy",0.447494690658627
"caio","easy",0.487166850871246
"caio","easy",0.443985913552356
"caio","easy",0.295559547358308
"caio","easy",0.434849279080264
"caio","easy",0.233259025063807
"caio","easy",0.32088190914806
"caio","easy",0.352834315421885
"caio","easy",0.302453267412192
"caio","easy",0.264065370193554
"caio","easy",0.269606361700214
"caio","easy",0.382505245287631
"caio","easy",0.491383362298568
"caio","easy",0.314015415428246
"caio","easy",0.287577888804582
"caio","easy",0.517194731960046
"caio","easy",0.524512964992067
"caio","easy",0.568826756885636
"caio","easy",0.368332356855104
"caio","easy",0.276353437334946
"caio","easy",0.36259942821739
"caio","easy",0.36988189063917
"caio","easy",0.205480306738893
"caio","easy",0.279111086287011
"caio","easy",0.252594756746094
"caio","easy",0.319527295654646
"caio","easy",0.472424082256608
"caio","easy",0.528606093763351
"caio","easy",0.279282357784176
"caio","easy",0.325058358486685
"caio","easy",0.399718539308171
"caio","easy",0.265512702900878
"caio","easy",0.282793297842673
"caio","easy",0.23270834266058
"caio","easy",0.394722568493989
"caio","easy",0.294570800759293
"caio","easy",0.263629798835192
"caio","easy",0.302061693880217
"caio","easy",0.275682845853745
"caio","easy",0.386416835037779
"caio","easy",0.609520480274698
"caio","easy",0.428663216075248
"caio","easy",0.436626965496766
"caio","easy",0.276566245157198
"caio","easy",0.194235689744616
"caio","easy",0.305992012103023
"caio","easy",0.325935404721957
"caio","easy",0.554419364588822
"caio","easy",0.291415849312644
"caio","easy",0.276894532663148
"caio","easy",0.333778183299418
"caio","easy",0.469864900405023
"caio","easy",0.353594610911542
"caio","easy",0.329632754479914
"caio","easy",0.386943925089819
"caio","easy",0.346676451931775
"caio","hard",0.317550318492695
"caio","hard",0.340894029672731
"caio","hard",0.381211539378572
"caio","hard",0.369130735382424
"caio","hard",0.421233871429547
"caio","hard",0.50725965482782
"caio","hard",0.328449837638388
"caio","hard",0.35176984740875
"caio","hard",0.351623647530466
"caio","hard",0.357206551817413
"caio","hard",0.493186574424597
"caio","hard",0.372293166274266
"caio","hard",0.299223397100675
"caio","hard",0.27562762449385
"caio","hard",0.356078231124558
"caio","hard",0.372359733966611
"caio","hard",0.438122576169856
"caio","hard",0.361154896816641
"caio","hard",0.3593777897154
"caio","hard",0.46037799021768
"caio","hard",0.431274311389151
"caio","hard",0.233349043572448
"caio","hard",0.242529586657487
"caio","hard",0.378127544752708
"caio","hard",0.326639621864252
"caio","hard",0.317120531841407
"caio","hard",0.476277764793822
"caio","hard",0.731080410470338
"caio","hard",0.348869531865188
"caio","hard",0.254965561920215
"caio","hard",0.699567541861139
"caio","hard",0.267719431515213
"caio","hard",0.400176280030484
"caio","hard",0.40845378293731
"caio","hard",0.320701331391023
"caio","hard",0.306862507496771
"caio","hard",0.282329107631451
"caio","hard",0.514195656347621
"caio","hard",0.513935818486447
"caio","hard",0.297801723193401
"caio","hard",0.278030257996775
"caio","hard",0.273739734256631
"caio","hard",0.520899960248205
"caio","hard",0.337245914278843
"caio","hard",0.328330122420613
"caio","hard",0.47269235614526
"caio","hard",0.463161959901886
"caio","hard",0.27822542707371
"caio","hard",0.371052541254013
"caio","hard",0.389597817650216
"caio","hard",0.46927124464002
"caio","hard",0.43483029292195
"caio","hard",0.341204400875073
"caio","hard",0.420164962242289
"caio","hard",0.204486183604288
"caio","hard",0.350269719415684
"caio","hard",0.410356377225242
"caio","hard",0.261319375191715
"caio","hard",0.3767500666929
"caio","hard",0.371928453811399
"caio","hard",0.348936449828775
"caio","hard",0.283303232678788
"caio","hard",0.51823449645629
"caio","hard",0.288943756775094
"caio","hard",0.487419829378888
"caio","hard",0.263744943068142
"caio","hard",0.4465956578142
"caio","hard",0.493998609258248
"caio","hard",0.429065987322735
"caio","hard",0.4599043913256
"caio","hard",0.428800567827873
"caio","hard",0.445537847401788
"caio","hard",0.477802547995573
"caio","hard",0.237426530189695
"caio","hard",0.385577591211428
"caio","hard",0.359563498238301
"caio","hard",0.390183646725015
"caio","hard",0.32686207608797
"caio","hard",0.366283564063384
"caio","hard",0.381246764403861
"caio","hard",0.408884959846171
"caio","hard",0.409597941204408
"caio","hard",0.297379194885676
"caio","hard",0.419868582469182
"caio","hard",0.405806806687534
"caio","hard",0.421194803502228
"caio","hard",0.325689262526063
"caio","hard",0.274241076684242
"caio","hard",0.23814837872544
"caio","hard",0.218751816226939
"caio","hard",0.281525114879932
"caio","hard",0.399437967677587
"caio","hard",0.358534385017858
"caio","hard",0.335746961496254
"caio","hard",0.30287757059483
"caio","hard",0.315619092916301
"caio","hard",0.323036764153664
"caio","hard",0.453848309815424
"caio","hard",0.429603520229154
"caio","hard",0.346790298695087
"caio","hard",0.407394085850062
"caio","hard",0.25170049815448
"caio","hard",0.334376433540336
"caio","hard",0.353636778571779
"caio","hard",0.337759762025505
"caio","hard",0.349120629686008
"caio","hard",0.286017165145067
"caio","hard",0.462787050885846
"caio","hard",0.367642435462165
"caio","hard",0.527442099106885
"caio","hard",0.379503880723663
"caio","hard",0.332923995014862
"caio","hard",0.313300074615103
"caio","hard",0.32382389652034
"caio","hard",0.526655904368995
"caio","hard",0.396626583467168
"caio","hard",0.2965476110819
"caio","hard",0.332914754216368
"caio","hard",0.369466389364418
"caio","hard",0.285345558239977
"caio","hard",0.333227194299667
"caio","hard",0.388499003303846
"caio","hard",0.50471930295761
"caio","hard",0.491416066803842
"caio","hard",0.438403401790128
"caio","hard",0.354414660589895
"caio","hard",0.273246952410193
"caio","hard",0.259719348092131
"caio","hard",0.353668966263665
"caio","hard",0.300939387109418
"caio","hard",0.331217516087189
"caio","hard",0.438187220572599
"caio","hard",0.295119493389349
"caio","hard",0.232292370135931
"caio","hard",0.420703988755539
"caio","hard",0.214888776259252
"caio","hard",0.38781779873624
"caio","hard",0.361091886448437
"caio","hard",0.30050739906713
"caio","hard",0.430195036182562
"caio","hard",0.440695234654412
"caio","hard",0.378999227296348
"caio","hard",0.253664455563817
"caio","hard",0.52285592996919
"caio","hard",0.368655732654282
"caio","hard",0.380007768963664
"caio","hard",0.372651499521312
"caio","hard",0.427443219530976
"caio","hard",0.356584659008952
"caio","hard",0.265793902841618
"caio","hard",0.273658753415948
"caio","hard",0.445909617314892
"caio","hard",0.348999617715119
"caio","hard",0.290360347644675
"caio","hard",0.268838087072394
"caio","hard",0.485823903566186
"caio","hard",0.240281991065587
"caio","hard",0.426896926801408
"caio","hard",0.399455794899931
"caio","hard",0.38986764150886
"caio","hard",0.358064191279451
"caio","hard",0.476199973082346
"caio","hard",0.268417241941721
"caio","hard",0.371670291005559
"caio","hard",0.337449000821995
"caio","hard",0.338139730138217
"caio","hard",0.366152799014486
"caio","hard",0.40711497139115
"caio","hard",0.277532918763232
"caio","hard",0.305857054415159
"caio","hard",0.234193024359621
"caio","hard",0.567798904630633
"caio","hard",0.312129708979567
"caio","hard",0.363464290176568
"caio","hard",0.507612462296551
"caio","hard",0.328276098363099
"caio","hard",0.283494194411524
"caio","hard",0.543482931762459
"caio","hard",0.488114572375285
"caio","hard",0.349915678914178
"caio","hard",0.350613259184643
"caio","hard",0.362257700997375
"caio","hard",0.527397144118612
"caio","hard",0.292886218109362
"caio","hard",0.4199131861002
"caio","hard",0.282766553603002
"caio","hard",0.333178710278954
"caio","hard",0.385814178350131
"caio","hard",0.463472900556031
"caio","hard",0.345694383922935
"caio","hard",0.403883703145825
"caio","hard",0.438905044330231
"caio","hard",0.266099018935571
"caio","hard",0.308614347615746
"caio","hard",0.398120744810241
"caio","hard",0.664161409033357
"caio","hard",0.237243120281114
"caio","hard",0.386002568595659
"caio","hard",0.364609217434268
"caio","hard",0.514792127558408
"tizio","easy",0.63897011346083
"tizio","easy",0.579081223465399
"tizio","easy",0.435045087348905
"tizio","easy",0.605569694708639
"tizio","easy",0.648746092310799
"tizio","easy",0.471985584401134
"tizio","easy",0.463509791620986
"tizio","easy",0.571236247686664
"tizio","easy",0.538597160212194
"tizio","easy",0.436623353175802
"tizio","easy",0.53241174795998
"tizio","easy",0.60343214522224
"tizio","easy",1.02175607301855
"tizio","easy",0.454445708614083
"tizio","easy",0.285377371297777
"tizio","easy",0.382920909278414
"tizio","easy",0.433693949897143
"tizio","easy",0.66619125504755
"tizio","easy",0.517983496039655
"tizio","easy",0.585309714750553
"tizio","easy",0.347745538282091
"tizio","easy",0.61240869725937
"tizio","easy",0.539301402358038
"tizio","easy",0.638256674329249
"tizio","easy",0.373821348709131
"tizio","easy",0.419976924499664
"tizio","easy",0.524779321628277
"tizio","easy",0.332221948653975
"tizio","easy",0.270074232296372
"tizio","easy",0.450333647752702
"tizio","easy",0.396420736292255
"tizio","easy",0.65475733906787
"tizio","easy",0.655922086718605
"tizio","easy",0.53759529745892
"tizio","easy",0.427362180644046
"tizio","easy",0.279769832029346
"tizio","easy",0.338482932980724
"tizio","easy",0.560354831093925
"tizio","easy",0.517841762706545
"tizio","easy",0.351428320709197
"tizio","easy",0.619371307369615
"tizio","easy",0.552651105373984
"tizio","easy",0.379553601978329
"tizio","easy",0.487384503862949
"tizio","easy",0.5340927016079
"tizio","easy",0.465123741444275
"tizio","easy",0.591340638907315
"tizio","easy",0.392248278596087
"tizio","easy",0.615340927412972
"tizio","easy",0.683218234806617
"tizio","easy",0.355468369820218
"tizio","easy",0.329129991091357
"tizio","easy",0.437326792633452
"tizio","easy",0.44652305773674
"tizio","easy",0.467582138755282
"tizio","easy",0.448095300780183
"tizio","easy",0.324766905361556
"tizio","easy",0.477368841553722
"tizio","easy",0.652246137213308
"tizio","easy",0.486668780046623
"tizio","easy",0.524393326150792
"tizio","easy",0.436228949556491
"tizio","easy",0.336327495647523
"tizio","easy",0.547673934433853
"tizio","easy",0.319048467960145
"tizio","easy",0.556045649266764
"tizio","easy",0.657042742929579
"tizio","easy",0.645493358843231
"tizio","easy",0.494825317549098
"tizio","easy",0.647819717551343
"tizio","easy",0.543638038307568
"tizio","easy",0.713640862723964
"tizio","easy",0.368661054685277
"tizio","easy",0.633965146555195
"tizio","easy",0.784525560892684
"tizio","easy",0.627507319347637
"tizio","easy",0.422269481538186
"tizio","easy",0.624059580277771
"tizio","easy",0.712836328409207
"tizio","easy",0.295157286172228
"tizio","easy",0.293165923056531
"tizio","easy",0.354532019178735
"tizio","easy",0.526000939534164
"tizio","easy",0.354288046266012
"tizio","easy",0.389932141644749
"tizio","easy",0.348630277933267
"tizio","easy",0.563235025828225
"tizio","easy",0.60522090358962
"tizio","easy",0.422415850088354
"tizio","easy",0.657052766631653
"tizio","easy",0.438430415819301
"tizio","easy",0.866387843884673
"tizio","easy",0.564859392058816
"tizio","easy",0.596402004216354
"tizio","easy",0.514756905959947
"tizio","easy",0.289880647892333
"tizio","easy",0.5031635733638
"tizio","easy",0.401822262005981
"tizio","easy",1.46737262812669
"tizio","easy",0.467058017147901
"tizio","easy",0.601547714835406
"tizio","easy",0.483140018829212
"tizio","easy",0.370192567615507
"tizio","easy",0.557605235246907
"tizio","easy",0.417665740221343
"tizio","easy",0.380336405090524
"tizio","easy",0.935874510615287
"tizio","easy",0.460484867289229
"tizio","easy",0.645582862975462
"tizio","easy",0.354734516956702
"tizio","easy",0.534819211768116
"tizio","easy",0.343890925572321
"tizio","easy",0.616384763250567
"tizio","easy",0.361695165462288
"tizio","easy",0.569633853914747
"tizio","easy",0.696077692133795
"tizio","easy",0.425903732302983
"tizio","easy",0.441002072534812
"tizio","easy",0.374456585494197
"tizio","easy",0.382624443961128
"tizio","easy",0.376168146564419
"tizio","easy",0.710921022115996
"tizio","easy",0.619798102152685
"tizio","easy",0.517076693237618
"tizio","easy",0.355041918828922
"tizio","easy",0.489738861314209
"tizio","easy",0.39478461291186
"tizio","easy",0.703141953888609
"tizio","easy",0.507487071130496
"tizio","easy",0.494524985433314
"tizio","easy",0.80934327167977
"tizio","easy",0.551726663217733
"tizio","easy",0.579822421776708
"tizio","easy",0.608630861436913
"tizio","easy",0.519079317274142
"tizio","easy",0.56420923668279
"tizio","easy",1.15777045126298
"tizio","easy",0.570904709305346
"tizio","easy",0.735542782048877
"tizio","easy",0.563310857597837
"tizio","easy",0.490484043045223
"tizio","easy",0.448245408955121
"tizio","easy",0.514810800467843
"tizio","easy",0.355147464776363
"tizio","easy",0.39028032472425
"tizio","easy",0.722461178541297
"tizio","easy",0.951863534698472
"tizio","easy",0.594579052702493
"tizio","easy",0.828865090876565
"tizio","easy",0.581176522752412
"tizio","easy",0.708949989721568
"tizio","easy",0.670238450964622
"tizio","easy",0.217450557488874
"tizio","easy",0.515115296123006
"tizio","easy",0.459423233045219
"tizio","easy",1.02357304437591
"tizio","easy",0.301306421268007
"tizio","easy",0.514226483776602
"tizio","easy",0.815914573107282
"tizio","easy",0.458847513348377
"tizio","easy",0.28222589688019
"tizio","easy",1.04514431195428
"tizio","easy",0.352312507030554
"tizio","easy",0.580152858104747
"tizio","easy",0.547993527934524
"tizio","easy",0.507222745244419
"tizio","easy",0.323857775176223
"tizio","easy",0.396011680304647
"tizio","easy",0.720503529228792
"tizio","easy",0.458950077093145
"tizio","easy",0.369732127051844
"tizio","easy",0.445764082764569
"tizio","easy",0.893772495890855
"tizio","easy",0.706704709531759
"tizio","easy",0.532567855877879
"tizio","easy",0.278611372922946
"tizio","easy",0.452121915776905
"tizio","easy",0.50356914968201
"tizio","easy",0.905765851978665
"tizio","easy",0.56258483107048
"tizio","easy",0.715988174453778
"tizio","easy",0.450019920750247
"tizio","easy",0.602859890711535
"tizio","easy",0.348917106892147
"tizio","easy",0.675542523346695
"tizio","easy",0.4223216963764
"tizio","easy",0.683978482120829
"tizio","easy",0.597511910788012
"tizio","easy",0.341673400133568
"tizio","easy",0.309828871359067
"tizio","easy",0.446139712589126
"tizio","easy",0.708195101439266
"tizio","easy",0.235763338979187
"tizio","easy",0.508314548079808
"tizio","easy",0.377435418016288
"tizio","easy",0.546496797647239
"tizio","easy",0.373912568213827
"tizio","easy",0.779156668672389
"tizio","easy",0.586299630439798
"tizio","easy",0.298913772663522
"tizio","hard",0.320629266876262
"tizio","hard",0.593657976147893
"tizio","hard",0.562982557542302
"tizio","hard",0.348382365308917
"tizio","hard",0.712025678190092
"tizio","hard",0.443287474557857
"tizio","hard",0.317268685702136
"tizio","hard",0.668947916910362
"tizio","hard",0.415935448496412
"tizio","hard",0.563773295769436
"tizio","hard",0.582170696690259
"tizio","hard",0.544507837373568
"tizio","hard",0.393635266295738
"tizio","hard",0.363096241066449
"tizio","hard",0.399875623370636
"tizio","hard",0.705794480980697
"tizio","hard",0.402204050743823
"tizio","hard",0.384110993415717
"tizio","hard",0.641695367189078
"tizio","hard",0.340310198440841
"tizio","hard",0.34406927551008
"tizio","hard",0.436367746024513
"tizio","hard",0.608555692687452
"tizio","hard",0.365986717219314
"tizio","hard",0.80866601177508
"tizio","hard",0.529007255938463
"tizio","hard",0.430766959505428
"tizio","hard",0.244003813115514
"tizio","hard",0.306535801946049
"tizio","hard",0.466582068225621
"tizio","hard",0.516619496178798
"tizio","hard",0.550252615764568
"tizio","hard",0.601109557111599
"tizio","hard",0.610056788811831
"tizio","hard",0.424152081608052
"tizio","hard",0.465267558113333
"tizio","hard",0.3475439585411
"tizio","hard",0.58097668452225
"tizio","hard",0.48588857050649
"tizio","hard",0.711672492142665
"tizio","hard",0.50829703196895
"tizio","hard",0.401712382327784
"tizio","hard",0.40289909059327
"tizio","hard",0.356791877711328
"tizio","hard",0.55831550968434
"tizio","hard",0.60368938116617
"tizio","hard",0.483480132792434
"tizio","hard",0.425590385291066
"tizio","hard",0.487911083578039
"tizio","hard",0.269185328421155
"tizio","hard",0.443889181012816
"tizio","hard",0.862330307955089
"tizio","hard",0.39079312607058
"tizio","hard",0.649373996079348
"tizio","hard",0.6555282788434
"tizio","hard",0.506418055097515
"tizio","hard",0.559549993780736
"tizio","hard",0.462867186704268
"tizio","hard",0.421505595944273
"tizio","hard",0.49114722317572
"tizio","hard",0.392507526014199
"tizio","hard",0.513262218818123
"tizio","hard",0.439021887994091
"tizio","hard",0.622446415278456
"tizio","hard",0.448330799942184
"tizio","hard",0.821322019984539
"tizio","hard",0.606125962971666
"tizio","hard",0.73237379045666
"tizio","hard",0.475095641054526
"tizio","hard",0.412687398975425
"tizio","hard",0.412775578924924
"tizio","hard",0.502154727052401
"tizio","hard",0.533777936057041
"tizio","hard",0.865007798886613
"tizio","hard",0.607000156480001
"tizio","hard",0.652330888406264
"tizio","hard",0.687717068545601
"tizio","hard",0.656154305309381
"tizio","hard",0.351629729602854
"tizio","hard",0.419880514477302
"tizio","hard",0.756027237266483
"tizio","hard",0.553107919075767
"tizio","hard",0.616553236176056
"tizio","hard",0.466327910837735
"tizio","hard",0.48394169678293
"tizio","hard",0.384005058061295
"tizio","hard",0.40010396843588
"tizio","hard",0.303623042487887
"tizio","hard",0.592649417278563
"tizio","hard",0.454949435778225
"tizio","hard",0.469015199791022
"tizio","hard",0.42929144203216
"tizio","hard",0.668766213076978
"tizio","hard",0.315551754382653
"tizio","hard",0.381830506257693
"tizio","hard",0.477645045128635
"tizio","hard",0.292556103456588
"tizio","hard",0.331300312508719
"tizio","hard",0.573923120917402
"tizio","hard",0.412496696052853
"tizio","hard",0.708372070771222
"tizio","hard",0.578543385323183
"tizio","hard",0.501364063716608
"tizio","hard",0.4297968727798
"tizio","hard",0.853041231308695
"tizio","hard",0.547601189551386
"tizio","hard",0.497739740646573
"tizio","hard",0.561717491990398
"tizio","hard",0.28232194375285
"tizio","hard",0.386146219411873
"tizio","hard",0.271350218448556
"tizio","hard",0.480439685061621
"tizio","hard",0.523966762802927
"tizio","hard",0.773480760858919
"tizio","hard",0.505392502821237
"tizio","hard",0.397979870161706
"tizio","hard",0.372522887092154
"tizio","hard",0.477151938303383
"tizio","hard",0.628999740017376
"tizio","hard",0.286126967781764
"tizio","hard",0.566275638839641
"tizio","hard",0.593805432897074
"tizio","hard",0.504615482220781
"tizio","hard",0.505778343212369
"tizio","hard",0.374616381030544
"tizio","hard",0.75672645288925
"tizio","hard",0.487781700050508
"tizio","hard",0.415145693137426
"tizio","hard",0.586719201710941
"tizio","hard",0.360848626012768
"tizio","hard",0.475900227168951
"tizio","hard",0.52297957042102
"tizio","hard",0.35433344334185
"tizio","hard",0.49138010287431
"tizio","hard",0.438574971465863
"tizio","hard",0.4433277479529
"tizio","hard",0.600763791588836
"tizio","hard",0.50435559737381
"tizio","hard",0.379800299660587
"tizio","hard",0.660140472699163
"tizio","hard",0.531364807895578
"tizio","hard",0.31984231731686
"tizio","hard",0.466811995298654
"tizio","hard",0.342321183112295
"tizio","hard",0.862284634019144
"tizio","hard",0.387410761981485
"tizio","hard",0.567781683295276
"tizio","hard",0.59617580063174
"tizio","hard",0.643871802843554
"tizio","hard",0.289741319709946
"tizio","hard",0.946108044834511
"tizio","hard",0.621052343481287
"tizio","hard",0.574261604988292
"tizio","hard",0.44683134095285
"tizio","hard",0.521590333833889
"tizio","hard",0.759355721143855
"tizio","hard",0.521328552682605
"tizio","hard",0.703684585961965
"tizio","hard",0.503719976238172
"tizio","hard",0.779495621153287
"tizio","hard",0.53745307409674
"tizio","hard",0.403068664907078
"tizio","hard",0.341833850101625
"tizio","hard",0.552388014119183
"tizio","hard",0.543581369685497
"tizio","hard",0.382605688494864
"tizio","hard",0.705716873779306
"tizio","hard",0.535695962104426
"tizio","hard",0.378355907006296
"tizio","hard",0.516833308574924
"tizio","hard",0.568019919894626
"tizio","hard",0.485259272825634
"tizio","hard",0.281894197404335
"tizio","hard",0.570786481698932
"tizio","hard",0.819379568639946
"tizio","hard",0.342105391344306
"tizio","hard",0.333216803456315
"tizio","hard",0.475822543222261
"tizio","hard",0.511868586771205
"tizio","hard",0.661901946723837
"tizio","hard",0.54155866232399
"tizio","hard",0.589330990464944
"tizio","hard",0.326981566515498
"tizio","hard",0.572072659446128
"tizio","hard",0.835176447897772
"tizio","hard",0.680069152948042
"tizio","hard",0.372330524462805
"tizio","hard",0.506474815378677
"tizio","hard",0.556148140073912
"tizio","hard",0.469480152169479
"tizio","hard",0.39593595551864
"tizio","hard",0.91475161422071
"tizio","hard",0.643896767996769
"tizio","hard",0.46684843290942
"tizio","hard",0.449519850201621
"tizio","hard",0.514260290938119
"tizio","hard",0.668106716998724
"tizio","hard",0.516716685870437
"tizio","hard",0.569842679699529
"tizio","hard",0.525420930235741
